entity_key,canonical_name,motif_key,motif_type,subtype,cooccurrence_count
person_shi_xiangyun,史湘雲,motif_wind,自然,風,3
person_siqi,司棋,motif_fragrance,感官,香氣,3
person_siqi,司棋,motif_jade,物象,玉石,3
person_siqi,司棋,motif_purple,顏色,紫色,3
person_siqi,司棋,motif_red,顏色,紅色,3
person_siqi,司棋,motif_tears,情感身體,眼淚,3
person_zhou_rui_jia,周瑞家的,motif_wine,飲食,酒,3
person_miaoyu,妙玉,motif_book,文藝,書,3
person_miaoyu,妙玉,motif_fragrance,感官,香氣,3
person_miaoyu,妙玉,motif_white,顏色,白色,3
person_you_erjie,尤二姐,motif_illness,身體,疾病,3
person_you_erjie,尤二姐,motif_tears,情感身體,哭泣,3
person_you_shi,尤氏,motif_white,顏色,白色,3
person_ping_er,平兒,motif_illness,身體,疾病,3
person_ping_er,平兒,motif_wind,自然,風,3
person_qingwen,晴雯,motif_dream,夢幻,夢,3
person_qingwen,晴雯,motif_gold,物象,金,3
person_qingwen,晴雯,motif_tea,飲食,茶,3
person_qingwen,晴雯,motif_wind,自然,風,3
person_li_wan,李紈,motif_flower,花木,泛花,3
person_li_wan,李紈,motif_snow,自然,雪,3
person_li_wan,李紈,motif_willow,花木,柳,3
person_lin_ruhai,林如海,motif_book,文藝,書,3
person_lin_ruhai,林如海,motif_rain,自然,雨,3
person_lin_daiyu,林黛玉,motif_bamboo,花木,竹,3
person_lin_daiyu,林黛玉,motif_haitang,花木,海棠,3
person_lin_daiyu,林黛玉,motif_willow,花木,柳,3
person_yuchuan,玉釧,motif_tears,情感身體,眼淚,3
person_wang_furen,王夫人,motif_dream,夢幻,夢,3
person_wang_furen,王夫人,motif_poetry,文藝,詩,3
person_zhen_shiyin,甄士隱,motif_white,顏色,白色,3
person_zijuan,紫鵑,motif_medicine,身體,藥,3
person_xue_yima,薛姨媽,motif_book,文藝,書,3
person_xue_yima,薛姨媽,motif_illness,身體,疾病,3
person_xue_baochai,薛寶釵,motif_snow,自然,雪,3
person_xiren,襲人,motif_snow,自然,雪,3
person_xiren,襲人,motif_stone,物象,石,3
person_jia_yuanchun,賈元春,motif_fragrance,感官,香氣,3
person_jia_yuanchun,賈元春,motif_gold,物象,金,3
person_jia_baoyu,賈寶玉,motif_peach_blossom,花木,桃花,3
person_jia_xichun,賈惜春,motif_book,文藝,書,3
person_jia_xichun,賈惜春,motif_flower,花木,泛花,3
person_jia_xichun,賈惜春,motif_moon,自然,月,3
person_jia_xichun,賈惜春,motif_purple,顏色,紫色,3
person_jia_xichun,賈惜春,motif_song_drama,文藝,曲,3
person_jia_xichun,賈惜春,motif_wind,自然,風,3
person_jia_tanchun,賈探春,motif_snow,自然,雪,3
person_jia_tanchun,賈探春,motif_willow,花木,柳,3
person_jia_zheng,賈政,motif_purple,顏色,紫色,3
person_jia_zheng,賈政,motif_snow,自然,雪,3
person_jia_mu,賈母,motif_song_drama,文藝,曲,3
person_jia_zhen,賈珍,motif_fragrance,感官,香氣,3
person_jia_zhen,賈珍,motif_wind,自然,風,3
person_jia_huan,賈環,motif_book,文藝,書,3
person_jia_huan,賈環,motif_illness,身體,疾病,3
person_jia_rong,賈蓉,motif_book,文藝,書,3
person_jia_rong,賈蓉,motif_illness,身體,疾病,3
person_jia_rong,賈蓉,motif_white,顏色,白色,3
person_jia_she,賈赦,motif_illness,身體,疾病,3
person_jia_yingchun,賈迎春,motif_gold,物象,金,3
person_jia_yingchun,賈迎春,motif_medicine,身體,藥,3
person_jia_yingchun,賈迎春,motif_tears,情感身體,哭泣,3
person_jia_yingchun,賈迎春,motif_willow,花木,柳,3
person_jia_yingchun,賈迎春,motif_wine,飲食,酒,3
person_jia_yucun,賈雨村,motif_gold,物象,金,3
person_jia_yucun,賈雨村,motif_wine,飲食,酒,3
person_lai_da,賴大,motif_jade,物象,玉石,3
person_zhao_yiniang,趙姨娘,motif_tears,情感身體,哭泣,3
person_jinchuan,金釧,motif_fragrance,感官,香氣,3
person_jinchuan,金釧,motif_snow,自然,雪,3
person_jinchuan,金釧,motif_tears,情感身體,哭泣,3
person_xueyan,雪雁,motif_fragrance,感官,香氣,3
person_xiangling,香菱,motif_purple,顏色,紫色,3
person_xiangling,香菱,motif_stone,物象,石,3
person_yuanyang,鴛鴦,motif_green,顏色,綠色,3
person_yuanyang,鴛鴦,motif_moon,自然,月,3
person_ying_er,鶯兒,motif_snow,自然,雪,3
person_ying_er,鶯兒,motif_wine,飲食,酒,3
person_she_yue,麝月,motif_gold,物象,金,3
person_she_yue,麝月,motif_tears,情感身體,哭泣,3
person_ruhua,入畫,motif_gold,物象,金,2
person_ruhua,入畫,motif_moon,自然,月,2
person_liu_laolao,劉姥姥,motif_red,顏色,紅色,2
person_shi_xiangyun,史湘雲,motif_dream,夢幻,夢,2
person_shi_xiangyun,史湘雲,motif_green_blue,顏色,青色,2
person_shi_xiangyun,史湘雲,motif_snow,自然,雪,2
person_shi_xiangyun,史湘雲,motif_tears,情感身體,哭泣,2
person_shi_xiangyun,史湘雲,motif_willow,花木,柳,2
person_siqi,司棋,motif_flower,花木,泛花,2
person_siqi,司棋,motif_illness,身體,疾病,2
person_siqi,司棋,motif_lotus,花木,蓮,2
person_siqi,司棋,motif_moon,自然,月,2
person_siqi,司棋,motif_tea,飲食,茶,2
person_siqi,司棋,motif_wind,自然,風,2
person_zhou_rui_jia,周瑞家的,motif_fragrance,感官,香氣,2
person_zhou_rui_jia,周瑞家的,motif_rain,自然,雨,2
person_zhou_rui_jia,周瑞家的,motif_tears,情感身體,哭泣,2
person_zhou_rui_jia,周瑞家的,motif_white,顏色,白色,2
person_miaoyu,妙玉,motif_gold,物象,金,2
person_miaoyu,妙玉,motif_green_blue,顏色,青色,2
person_miaoyu,妙玉,motif_moon,自然,月,2
person_miaoyu,妙玉,motif_plum_blossom,花木,梅花,2
person_you_sanjie,尤三姐,motif_jade,物象,玉石,2
person_you_sanjie,尤三姐,motif_wine,飲食,酒,2
person_you_erjie,尤二姐,motif_flower,花木,泛花,2
person_you_erjie,尤二姐,motif_jade,物象,玉石,2
person_you_erjie,尤二姐,motif_moon,自然,月,2
person_you_erjie,尤二姐,motif_red,顏色,紅色,2
person_you_erjie,尤二姐,motif_tea,飲食,茶,2
person_you_erjie,尤二姐,motif_willow,花木,柳,2
person_you_erjie,尤二姐,motif_wine,飲食,酒,2
person_you_shi,尤氏,motif_plum_blossom,花木,梅花,2
person_you_shi,尤氏,motif_wind,自然,風,2
person_ping_er,平兒,motif_song_drama,文藝,曲,2
person_qingwen,晴雯,motif_bamboo,花木,竹,2
person_qingwen,晴雯,motif_tears,情感身體,眼淚,2
person_qingwen,晴雯,motif_willow,花木,柳,2
person_li_wan,李紈,motif_bamboo,花木,竹,2
person_li_wan,李紈,motif_dream,夢幻,夢,2
person_li_wan,李紈,motif_green,顏色,綠色,2
person_li_wan,李紈,motif_medicine,身體,藥,2
person_li_wan,李紈,motif_wind,自然,風,2
person_lin_daiyu,林黛玉,motif_song_drama,文藝,曲,2
person_yuchuan,玉釧,motif_tears,情感身體,哭泣,2
person_wang_furen,王夫人,motif_lotus,花木,蓮,2
person_wang_furen,王夫人,motif_song_drama,文藝,曲,2
person_wang_furen,王夫人,motif_stone,物象,石,2
person_wang_furen,王夫人,motif_willow,花木,柳,2
person_wang_xifeng,王熙鳳,motif_poetry,文藝,詩,2
person_wang_xifeng,王熙鳳,motif_rain,自然,雨,2
person_wang_xifeng,王熙鳳,motif_song_drama,文藝,曲,2
person_zhen_shiyin,甄士隱,motif_flower,花木,泛花,2
person_zhen_shiyin,甄士隱,motif_illness,身體,疾病,2
person_zhen_shiyin,甄士隱,motif_moon,自然,月,2
person_zhen_shiyin,甄士隱,motif_tears,情感身體,哭泣,2
person_qiuwen,秋紋,motif_red,顏色,紅色,2
person_zijuan,紫鵑,motif_gold,物象,金,2
person_zijuan,紫鵑,motif_poetry,文藝,詩,2
person_zijuan,紫鵑,motif_wind,自然,風,2
person_xue_yima,薛姨媽,motif_medicine,身體,藥,2
person_xue_yima,薛姨媽,motif_moon,自然,月,2
person_xue_yima,薛姨媽,motif_snow,自然,雪,2
person_xue_baochai,薛寶釵,motif_rain,自然,雨,2
person_xiren,襲人,motif_green_blue,顏色,青色,2
person_xiren,襲人,motif_haitang,花木,海棠,2
person_jia_baoyu,賈寶玉,motif_peony,花木,牡丹,2
person_jia_xichun,賈惜春,motif_illness,身體,疾病,2
person_jia_xichun,賈惜春,motif_tea,飲食,茶,2
person_jia_xichun,賈惜春,motif_white,顏色,白色,2
person_jia_tanchun,賈探春,motif_gold,物象,金,2
person_jia_tanchun,賈探春,motif_green_blue,顏色,青色,2
person_jia_tanchun,賈探春,motif_stone,物象,石,2
person_jia_tanchun,賈探春,motif_white,顏色,白色,2
person_jia_zheng,賈政,motif_fragrance,感官,香氣,2
person_jia_zheng,賈政,motif_wind,自然,風,2
person_jia_mu,賈母,motif_dream,夢幻,夢,2
person_jia_mu,賈母,motif_rain,自然,雨,2
person_jia_zhen,賈珍,motif_green_blue,顏色,青色,2
person_jia_lian,賈璉,motif_green_blue,顏色,青色,2
person_jia_lian,賈璉,motif_purple,顏色,紫色,2
person_jia_lian,賈璉,motif_red,顏色,紅色,2
person_jia_lian,賈璉,motif_wind,自然,風,2
person_jia_huan,賈環,motif_gold,物象,金,2
person_jia_huan,賈環,motif_poetry,文藝,詩,2
person_jia_huan,賈環,motif_tears,情感身體,哭泣,2
person_jia_huan,賈環,motif_wine,飲食,酒,2
person_jia_rong,賈蓉,motif_medicine,身體,藥,2
person_jia_rong,賈蓉,motif_red,顏色,紅色,2
person_jia_rong,賈蓉,motif_tears,情感身體,眼淚,2
person_jia_rong,賈蓉,motif_wine,飲食,酒,2
person_jia_she,賈赦,motif_flower,花木,泛花,2
person_jia_she,賈赦,motif_fragrance,感官,香氣,2
person_jia_she,賈赦,motif_gold,物象,金,2
person_jia_she,賈赦,motif_poetry,文藝,詩,2
person_jia_she,賈赦,motif_red,顏色,紅色,2
person_jia_she,賈赦,motif_stone,物象,石,2
person_jia_she,賈赦,motif_tea,飲食,茶,2
person_jia_yingchun,賈迎春,motif_illness,身體,疾病,2
person_jia_yingchun,賈迎春,motif_snow,自然,雪,2
person_jia_yingchun,賈迎春,motif_song_drama,文藝,曲,2
person_jia_yingchun,賈迎春,motif_wind,自然,風,2
person_jia_yucun,賈雨村,motif_red,顏色,紅色,2
person_lai_da,賴大,motif_book,文藝,書,2
person_zhao_yiniang,趙姨娘,motif_moon,自然,月,2
person_zhao_yiniang,趙姨娘,motif_tea,飲食,茶,2
person_zhao_yiniang,趙姨娘,motif_tears,情感身體,眼淚,2
person_zhao_yiniang,趙姨娘,motif_white,顏色,白色,2
person_jinchuan,金釧,motif_moon,自然,月,2
person_jinchuan,金釧,motif_purple,顏色,紫色,2
person_jinchuan,金釧,motif_white,顏色,白色,2
person_xueyan,雪雁,motif_poetry,文藝,詩,2
person_xueyan,雪雁,motif_red,顏色,紅色,2
person_xueyan,雪雁,motif_tears,情感身體,哭泣,2
person_xiangling,香菱,motif_dream,夢幻,夢,2
person_xiangling,香菱,motif_snow,自然,雪,2
person_yuanyang,鴛鴦,motif_green_blue,顏色,青色,2
person_yuanyang,鴛鴦,motif_medicine,身體,藥,2
person_yuanyang,鴛鴦,motif_purple,顏色,紫色,2
person_yuanyang,鴛鴦,motif_stone,物象,石,2
person_yuanyang,鴛鴦,motif_tea,飲食,茶,2
person_yuanyang,鴛鴦,motif_tears,情感身體,眼淚,2
person_yuanyang,鴛鴦,motif_willow,花木,柳,2
person_ying_er,鶯兒,motif_tears,情感身體,哭泣,2
person_she_yue,麝月,motif_flower,花木,泛花,2
person_shishu,侍書,motif_wind,自然,風,1
person_ruhua,入畫,motif_snow,自然,雪,1
person_ruhua,入畫,motif_tea,飲食,茶,1
person_liu_laolao,劉姥姥,motif_bamboo,花木,竹,1
person_liu_laolao,劉姥姥,motif_dream,夢幻,夢,1
person_liu_laolao,劉姥姥,motif_green,顏色,綠色,1
person_liu_laolao,劉姥姥,motif_peony,花木,牡丹,1
person_liu_laolao,劉姥姥,motif_tears,情感身體,哭泣,1
person_liu_laolao,劉姥姥,motif_white,顏色,白色,1
person_shi_xiangyun,史湘雲,motif_purple,顏色,紫色,1
person_shi_xiangyun,史湘雲,motif_tears,情感身體,眼淚,1
person_siqi,司棋,motif_gold,物象,金,1
person_siqi,司棋,motif_snow,自然,雪,1
person_siqi,司棋,motif_white,顏色,白色,1
person_zhou_rui_jia,周瑞家的,motif_bamboo,花木,竹,1
person_zhou_rui_jia,周瑞家的,motif_book,文藝,書,1
person_zhou_rui_jia,周瑞家的,motif_jade,物象,玉石,1
person_zhou_rui_jia,周瑞家的,motif_wind,自然,風,1
person_miaoyu,妙玉,motif_bamboo,花木,竹,1
person_miaoyu,妙玉,motif_dream,夢幻,夢,1
person_miaoyu,妙玉,motif_flower,花木,泛花,1
person_miaoyu,妙玉,motif_haitang,花木,海棠,1
person_miaoyu,妙玉,motif_illness,身體,疾病,1
person_miaoyu,妙玉,motif_poetry,文藝,詩,1
person_miaoyu,妙玉,motif_rain,自然,雨,1
person_miaoyu,妙玉,motif_snow,自然,雪,1
person_miaoyu,妙玉,motif_song_drama,文藝,曲,1
person_miaoyu,妙玉,motif_wind,自然,風,1
person_you_sanjie,尤三姐,motif_gold,物象,金,1
person_you_sanjie,尤三姐,motif_green,顏色,綠色,1
person_you_sanjie,尤三姐,motif_red,顏色,紅色,1
person_you_sanjie,尤三姐,motif_snow,自然,雪,1
person_you_sanjie,尤三姐,motif_stone,物象,石,1
person_you_sanjie,尤三姐,motif_tears,情感身體,眼淚,1
person_you_sanjie,尤三姐,motif_wind,自然,風,1
person_you_erjie,尤二姐,motif_dream,夢幻,夢,1
person_you_erjie,尤二姐,motif_fragrance,感官,香氣,1
person_you_erjie,尤二姐,motif_gold,物象,金,1
person_you_erjie,尤二姐,motif_green_blue,顏色,青色,1
person_you_erjie,尤二姐,motif_lotus,花木,蓮,1
person_you_erjie,尤二姐,motif_medicine,身體,藥,1
person_you_erjie,尤二姐,motif_snow,自然,雪,1
person_you_erjie,尤二姐,motif_wind,自然,風,1
person_you_shi,尤氏,motif_book,文藝,書,1
person_you_shi,尤氏,motif_green_blue,顏色,青色,1
person_you_shi,尤氏,motif_haitang,花木,海棠,1
person_you_shi,尤氏,motif_medicine,身體,藥,1
person_you_shi,尤氏,motif_moon,自然,月,1
person_ping_er,平兒,motif_dream,夢幻,夢,1
person_ping_er,平兒,motif_poetry,文藝,詩,1
person_ping_er,平兒,motif_purple,顏色,紫色,1
person_ping_er,平兒,motif_willow,花木,柳,1
person_qingwen,晴雯,motif_green,顏色,綠色,1
person_qingwen,晴雯,motif_green_blue,顏色,青色,1
person_qingwen,晴雯,motif_haitang,花木,海棠,1
person_qingwen,晴雯,motif_poetry,文藝,詩,1
person_qingwen,晴雯,motif_white,顏色,白色,1
person_qingwen,晴雯,motif_wine,飲食,酒,1
person_li_wan,李紈,motif_book,文藝,書,1
person_li_wan,李紈,motif_gold,物象,金,1
person_li_wan,李紈,motif_lotus,花木,蓮,1
person_li_wan,李紈,motif_rain,自然,雨,1
person_li_wan,李紈,motif_song_drama,文藝,曲,1
person_li_wan,李紈,motif_tea,飲食,茶,1
person_li_wan,李紈,motif_white,顏色,白色,1
person_lin_ruhai,林如海,motif_flower,花木,泛花,1
person_lin_ruhai,林如海,motif_jade,物象,玉石,1
person_lin_ruhai,林如海,motif_moon,自然,月,1
person_lin_ruhai,林如海,motif_tea,飲食,茶,1
person_lin_daiyu,林黛玉,motif_chrysanthemum,花木,菊花,1
person_lin_daiyu,林黛玉,motif_green_blue,顏色,青色,1
person_lin_daiyu,林黛玉,motif_hibiscus,花木,芙蓉,1
person_lin_daiyu,林黛玉,motif_peony,花木,牡丹,1
person_lin_daiyu,林黛玉,motif_plum_blossom,花木,梅花,1
person_yuchuan,玉釧,motif_flower,花木,泛花,1
person_yuchuan,玉釧,motif_fragrance,感官,香氣,1
person_yuchuan,玉釧,motif_moon,自然,月,1
person_yuchuan,玉釧,motif_purple,顏色,紫色,1
person_yuchuan,玉釧,motif_red,顏色,紅色,1
person_yuchuan,玉釧,motif_snow,自然,雪,1
person_yuchuan,玉釧,motif_tea,飲食,茶,1
person_wang_furen,王夫人,motif_green,顏色,綠色,1
person_wang_furen,王夫人,motif_peach_blossom,花木,桃花,1
person_wang_furen,王夫人,motif_plum_blossom,花木,梅花,1
person_wang_xifeng,王熙鳳,motif_dream,夢幻,夢,1
person_wang_xifeng,王熙鳳,motif_haitang,花木,海棠,1
person_wang_xifeng,王熙鳳,motif_plum_blossom,花木,梅花,1
person_wang_xifeng,王熙鳳,motif_willow,花木,柳,1
person_zhen_shiyin,甄士隱,motif_bamboo,花木,竹,1
person_zhen_shiyin,甄士隱,motif_dream,夢幻,夢,1
person_zhen_shiyin,甄士隱,motif_fragrance,感官,香氣,1
person_zhen_shiyin,甄士隱,motif_poetry,文藝,詩,1
person_zhen_shiyin,甄士隱,motif_red,顏色,紅色,1
person_zhen_shiyin,甄士隱,motif_tea,飲食,茶,1
person_zhen_shiyin,甄士隱,motif_wine,飲食,酒,1
person_qiuwen,秋紋,motif_book,文藝,書,1
person_qiuwen,秋紋,motif_flower,花木,泛花,1
person_qiuwen,秋紋,motif_medicine,身體,藥,1
person_qiuwen,秋紋,motif_poetry,文藝,詩,1
person_qiuwen,秋紋,motif_snow,自然,雪,1
person_qiuwen,秋紋,motif_stone,物象,石,1
person_qiuwen,秋紋,motif_tears,情感身體,哭泣,1
person_qin_keqing,秦可卿,motif_jade,物象,玉石,1
person_qin_keqing,秦可卿,motif_song_drama,文藝,曲,1
person_qin_keqing,秦可卿,motif_wine,飲食,酒,1
person_zijuan,紫鵑,motif_bamboo,花木,竹,1
person_zijuan,紫鵑,motif_dream,夢幻,夢,1
person_zijuan,紫鵑,motif_green_blue,顏色,青色,1
person_zijuan,紫鵑,motif_rain,自然,雨,1
person_zijuan,紫鵑,motif_stone,物象,石,1
person_xue_yima,薛姨媽,motif_chrysanthemum,花木,菊花,1
person_xue_yima,薛姨媽,motif_plum_blossom,花木,梅花,1
person_xue_yima,薛姨媽,motif_purple,顏色,紫色,1
person_xue_yima,薛姨媽,motif_song_drama,文藝,曲,1
person_xue_yima,薛姨媽,motif_white,顏色,白色,1
person_xue_yima,薛姨媽,motif_wind,自然,風,1
person_xue_baochai,薛寶釵,motif_green,顏色,綠色,1
person_xue_baochai,薛寶釵,motif_lotus,花木,蓮,1
person_xue_baochai,薛寶釵,motif_peony,花木,牡丹,1
person_xue_baochai,薛寶釵,motif_song_drama,文藝,曲,1
person_xue_baochai,薛寶釵,motif_willow,花木,柳,1
person_xiren,襲人,motif_peach_blossom,花木,桃花,1
person_xiren,襲人,motif_song_drama,文藝,曲,1
person_jia_yuanchun,賈元春,motif_haitang,花木,海棠,1
person_jia_yuanchun,賈元春,motif_red,顏色,紅色,1
person_jia_yuanchun,賈元春,motif_stone,物象,石,1
person_jia_yuanchun,賈元春,motif_tea,飲食,茶,1
person_jia_yuanchun,賈元春,motif_wind,自然,風,1
person_jia_baoyu,賈寶玉,motif_plum_blossom,花木,梅花,1
person_jia_xichun,賈惜春,motif_gold,物象,金,1
person_jia_xichun,賈惜春,motif_green_blue,顏色,青色,1
person_jia_xichun,賈惜春,motif_medicine,身體,藥,1
person_jia_xichun,賈惜春,motif_poetry,文藝,詩,1
person_jia_xichun,賈惜春,motif_rain,自然,雨,1
person_jia_xichun,賈惜春,motif_snow,自然,雪,1
person_jia_xichun,賈惜春,motif_tears,情感身體,哭泣,1
person_jia_xichun,賈惜春,motif_tears,情感身體,眼淚,1
person_jia_xichun,賈惜春,motif_willow,花木,柳,1
person_jia_tanchun,賈探春,motif_bamboo,花木,竹,1
person_jia_tanchun,賈探春,motif_chrysanthemum,花木,菊花,1
person_jia_tanchun,賈探春,motif_haitang,花木,海棠,1
person_jia_tanchun,賈探春,motif_rain,自然,雨,1
person_jia_tanchun,賈探春,motif_song_drama,文藝,曲,1
person_jia_zheng,賈政,motif_song_drama,文藝,曲,1
person_jia_zheng,賈政,motif_stone,物象,石,1
person_jia_mu,賈母,motif_chrysanthemum,花木,菊花,1
person_jia_mu,賈母,motif_green,顏色,綠色,1
person_jia_mu,賈母,motif_haitang,花木,海棠,1
person_jia_mu,賈母,motif_plum_blossom,花木,梅花,1
person_jia_mu,賈母,motif_willow,花木,柳,1
person_jia_zhen,賈珍,motif_bamboo,花木,竹,1
person_jia_zhen,賈珍,motif_green,顏色,綠色,1
person_jia_zhen,賈珍,motif_hibiscus,花木,芙蓉,1
person_jia_zhen,賈珍,motif_lotus,花木,蓮,1
person_jia_zhen,賈珍,motif_plum_blossom,花木,梅花,1
person_jia_zhen,賈珍,motif_purple,顏色,紫色,1
person_jia_zhen,賈珍,motif_song_drama,文藝,曲,1
person_jia_zhen,賈珍,motif_stone,物象,石,1
person_jia_zhen,賈珍,motif_tears,情感身體,眼淚,1
person_jia_zhen,賈珍,motif_white,顏色,白色,1
person_jia_lian,賈璉,motif_rain,自然,雨,1
person_jia_huan,賈環,motif_purple,顏色,紫色,1
person_jia_huan,賈環,motif_red,顏色,紅色,1
person_jia_huan,賈環,motif_tea,飲食,茶,1
person_jia_rong,賈蓉,motif_flower,花木,泛花,1
person_jia_rong,賈蓉,motif_moon,自然,月,1
person_jia_rong,賈蓉,motif_wind,自然,風,1
person_jia_lan,賈蘭,motif_flower,花木,泛花,1
person_jia_lan,賈蘭,motif_illness,身體,疾病,1
person_jia_lan,賈蘭,motif_poetry,文藝,詩,1
person_jia_lan,賈蘭,motif_tea,飲食,茶,1
person_jia_lan,賈蘭,motif_tears,情感身體,眼淚,1
person_jia_lan,賈蘭,motif_white,顏色,白色,1
person_jia_she,賈赦,motif_bamboo,花木,竹,1
person_jia_she,賈赦,motif_green_blue,顏色,青色,1
person_jia_she,賈赦,motif_medicine,身體,藥,1
person_jia_she,賈赦,motif_tears,情感身體,眼淚,1
person_jia_she,賈赦,motif_wind,自然,風,1
person_jia_yingchun,賈迎春,motif_dream,夢幻,夢,1
person_jia_yingchun,賈迎春,motif_lotus,花木,蓮,1
person_jia_yingchun,賈迎春,motif_purple,顏色,紫色,1
person_jia_yucun,賈雨村,motif_flower,花木,泛花,1
person_jia_yucun,賈雨村,motif_illness,身體,疾病,1
person_jia_yucun,賈雨村,motif_poetry,文藝,詩,1
person_jia_yucun,賈雨村,motif_snow,自然,雪,1
person_jia_yucun,賈雨村,motif_stone,物象,石,1
person_jia_yucun,賈雨村,motif_tea,飲食,茶,1
person_lai_da,賴大,motif_bamboo,花木,竹,1
person_lai_da,賴大,motif_purple,顏色,紫色,1
person_lai_da,賴大,motif_white,顏色,白色,1
person_lai_da,賴大,motif_wind,自然,風,1
person_zhao_yiniang,趙姨娘,motif_green_blue,顏色,青色,1
person_zhao_yiniang,趙姨娘,motif_red,顏色,紅色,1
person_jinchuan,金釧,motif_book,文藝,書,1
person_jinchuan,金釧,motif_flower,花木,泛花,1
person_jinchuan,金釧,motif_rain,自然,雨,1
person_jinchuan,金釧,motif_red,顏色,紅色,1
person_jinchuan,金釧,motif_tea,飲食,茶,1
person_xueyan,雪雁,motif_bamboo,花木,竹,1
person_xueyan,雪雁,motif_flower,花木,泛花,1
person_xueyan,雪雁,motif_gold,物象,金,1
person_xueyan,雪雁,motif_green_blue,顏色,青色,1
person_xueyan,雪雁,motif_medicine,身體,藥,1
person_xueyan,雪雁,motif_moon,自然,月,1
person_xueyan,雪雁,motif_peach_blossom,花木,桃花,1
person_xueyan,雪雁,motif_stone,物象,石,1
person_xueyan,雪雁,motif_willow,花木,柳,1
person_xiangling,香菱,motif_green,顏色,綠色,1
person_xiangling,香菱,motif_green_blue,顏色,青色,1
person_xiangling,香菱,motif_rain,自然,雨,1
person_xiangling,香菱,motif_tea,飲食,茶,1
person_yuanyang,鴛鴦,motif_bamboo,花木,竹,1
person_yuanyang,鴛鴦,motif_book,文藝,書,1
person_yuanyang,鴛鴦,motif_illness,身體,疾病,1
person_yuanyang,鴛鴦,motif_snow,自然,雪,1
person_ying_er,鶯兒,motif_green_blue,顏色,青色,1
person_ying_er,鶯兒,motif_illness,身體,疾病,1
person_ying_er,鶯兒,motif_stone,物象,石,1
person_ying_er,鶯兒,motif_tears,情感身體,眼淚,1
person_ying_er,鶯兒,motif_white,顏色,白色,1
person_she_yue,麝月,motif_haitang,花木,海棠,1
person_she_yue,麝月,motif_poetry,文藝,詩,1
person_she_yue,麝月,motif_snow,自然,雪,1
person_she_yue,麝月,motif_stone,物象,石,1
