chapter_id,chapter_number,motif_key,motif_type,subtype,count
hongloumeng_ch025,25,motif_flower,花木,泛花,7
hongloumeng_ch025,25,motif_fragrance,感官,香氣,5
hongloumeng_ch025,25,motif_gold,物象,金,2
hongloumeng_ch025,25,motif_green_blue,顏色,青色,3
hongloumeng_ch025,25,motif_haitang,花木,海棠,1
hongloumeng_ch025,25,motif_illness,身體,疾病,3
hongloumeng_ch025,25,motif_jade,物象,玉石,88
hongloumeng_ch025,25,motif_medicine,身體,藥,3
hongloumeng_ch025,25,motif_moon,自然,月,1
hongloumeng_ch025,25,motif_purple,顏色,紫色,1
hongloumeng_ch025,25,motif_red,顏色,紅色,12
hongloumeng_ch025,25,motif_snow,自然,雪,1
hongloumeng_ch025,25,motif_song_drama,文藝,曲,1
hongloumeng_ch025,25,motif_stone,物象,石,1
hongloumeng_ch025,25,motif_tea,飲食,茶,7
hongloumeng_ch025,25,motif_tears,情感身體,哭泣,7
hongloumeng_ch025,25,motif_tears,情感身體,眼淚,2
hongloumeng_ch025,25,motif_white,顏色,白色,5
hongloumeng_ch025,25,motif_willow,花木,柳,2
hongloumeng_ch025,25,motif_wind,自然,風,1
hongloumeng_ch025,25,motif_wine,飲食,酒,3
hongloumeng_ch026,26,motif_book,文藝,書,6
hongloumeng_ch026,26,motif_dream,夢幻,夢,1
hongloumeng_ch026,26,motif_flower,花木,泛花,12
hongloumeng_ch026,26,motif_fragrance,感官,香氣,3
hongloumeng_ch026,26,motif_gold,物象,金,3
hongloumeng_ch026,26,motif_green,顏色,綠色,1
hongloumeng_ch026,26,motif_green_blue,顏色,青色,2
hongloumeng_ch026,26,motif_illness,身體,疾病,3
hongloumeng_ch026,26,motif_jade,物象,玉石,116
hongloumeng_ch026,26,motif_medicine,身體,藥,3
hongloumeng_ch026,26,motif_moon,自然,月,5
hongloumeng_ch026,26,motif_poetry,文藝,詩,1
hongloumeng_ch026,26,motif_purple,顏色,紫色,17
hongloumeng_ch026,26,motif_rain,自然,雨,1
hongloumeng_ch026,26,motif_red,顏色,紅色,42
hongloumeng_ch026,26,motif_song_drama,文藝,曲,2
hongloumeng_ch026,26,motif_stone,物象,石,1
hongloumeng_ch026,26,motif_tea,飲食,茶,12
hongloumeng_ch026,26,motif_tears,情感身體,哭泣,5
hongloumeng_ch026,26,motif_tears,情感身體,眼淚,1
hongloumeng_ch026,26,motif_white,顏色,白色,1
hongloumeng_ch026,26,motif_willow,花木,柳,1
hongloumeng_ch026,26,motif_wind,自然,風,2
hongloumeng_ch026,26,motif_wine,飲食,酒,3
hongloumeng_ch027,27,motif_bamboo,花木,竹,1
hongloumeng_ch027,27,motif_book,文藝,書,3
hongloumeng_ch027,27,motif_dream,夢幻,夢,1
hongloumeng_ch027,27,motif_flower,花木,泛花,29
hongloumeng_ch027,27,motif_fragrance,感官,香氣,9
hongloumeng_ch027,27,motif_gold,物象,金,2
hongloumeng_ch027,27,motif_green_blue,顏色,青色,1
hongloumeng_ch027,27,motif_jade,物象,玉石,71
hongloumeng_ch027,27,motif_moon,自然,月,6
hongloumeng_ch027,27,motif_peach_blossom,花木,桃花,1
hongloumeng_ch027,27,motif_purple,顏色,紫色,3
hongloumeng_ch027,27,motif_rain,自然,雨,1
hongloumeng_ch027,27,motif_red,顏色,紅色,34
hongloumeng_ch027,27,motif_snow,自然,雪,1
hongloumeng_ch027,27,motif_song_drama,文藝,曲,2
hongloumeng_ch027,27,motif_stone,物象,石,2
hongloumeng_ch027,27,motif_tea,飲食,茶,4
hongloumeng_ch027,27,motif_tears,情感身體,眼淚,4
hongloumeng_ch027,27,motif_tears,情感身體,哭泣,3
hongloumeng_ch027,27,motif_white,顏色,白色,1
hongloumeng_ch027,27,motif_willow,花木,柳,5
hongloumeng_ch027,27,motif_wind,自然,風,7
hongloumeng_ch028,28,motif_book,文藝,書,4
hongloumeng_ch028,28,motif_flower,花木,泛花,26
hongloumeng_ch028,28,motif_fragrance,感官,香氣,8
hongloumeng_ch028,28,motif_gold,物象,金,12
hongloumeng_ch028,28,motif_green,顏色,綠色,1
hongloumeng_ch028,28,motif_green_blue,顏色,青色,3
hongloumeng_ch028,28,motif_hibiscus,花木,芙蓉,1
hongloumeng_ch028,28,motif_illness,身體,疾病,2
hongloumeng_ch028,28,motif_jade,物象,玉石,166
hongloumeng_ch028,28,motif_medicine,身體,藥,18
hongloumeng_ch028,28,motif_moon,自然,月,3
hongloumeng_ch028,28,motif_poetry,文藝,詩,2
hongloumeng_ch028,28,motif_purple,顏色,紫色,13
hongloumeng_ch028,28,motif_rain,自然,雨,2
hongloumeng_ch028,28,motif_red,顏色,紅色,12
hongloumeng_ch028,28,motif_snow,自然,雪,1
hongloumeng_ch028,28,motif_song_drama,文藝,曲,6
hongloumeng_ch028,28,motif_stone,物象,石,1
hongloumeng_ch028,28,motif_tea,飲食,茶,6
hongloumeng_ch028,28,motif_tears,情感身體,哭泣,1
hongloumeng_ch028,28,motif_tears,情感身體,眼淚,3
hongloumeng_ch028,28,motif_white,顏色,白色,6
hongloumeng_ch028,28,motif_willow,花木,柳,2
hongloumeng_ch028,28,motif_wind,自然,風,8
hongloumeng_ch028,28,motif_wine,飲食,酒,16
hongloumeng_ch029,29,motif_book,文藝,書,4
hongloumeng_ch029,29,motif_dream,夢幻,夢,1
hongloumeng_ch029,29,motif_flower,花木,泛花,4
hongloumeng_ch029,29,motif_fragrance,感官,香氣,5
hongloumeng_ch029,29,motif_gold,物象,金,9
hongloumeng_ch029,29,motif_illness,身體,疾病,8
hongloumeng_ch029,29,motif_jade,物象,玉石,97
hongloumeng_ch029,29,motif_medicine,身體,藥,2
hongloumeng_ch029,29,motif_moon,自然,月,4
hongloumeng_ch029,29,motif_poetry,文藝,詩,1
hongloumeng_ch029,29,motif_purple,顏色,紫色,11
hongloumeng_ch029,29,motif_rain,自然,雨,1
hongloumeng_ch029,29,motif_red,顏色,紅色,4
hongloumeng_ch029,29,motif_snow,自然,雪,3
hongloumeng_ch029,29,motif_song_drama,文藝,曲,1
hongloumeng_ch029,29,motif_tea,飲食,茶,2
hongloumeng_ch029,29,motif_tears,情感身體,眼淚,8
hongloumeng_ch029,29,motif_tears,情感身體,哭泣,11
hongloumeng_ch029,29,motif_white,顏色,白色,6
hongloumeng_ch029,29,motif_wind,自然,風,4
hongloumeng_ch029,29,motif_wine,飲食,酒,2
hongloumeng_ch030,30,motif_dream,夢幻,夢,2
hongloumeng_ch030,30,motif_flower,花木,泛花,11
hongloumeng_ch030,30,motif_fragrance,感官,香氣,1
hongloumeng_ch030,30,motif_gold,物象,金,16
hongloumeng_ch030,30,motif_green,顏色,綠色,1
hongloumeng_ch030,30,motif_green_blue,顏色,青色,1
hongloumeng_ch030,30,motif_illness,身體,疾病,2
hongloumeng_ch030,30,motif_jade,物象,玉石,103
hongloumeng_ch030,30,motif_moon,自然,月,2
hongloumeng_ch030,30,motif_poetry,文藝,詩,1
hongloumeng_ch030,30,motif_purple,顏色,紫色,6
hongloumeng_ch030,30,motif_rain,自然,雨,12
hongloumeng_ch030,30,motif_red,顏色,紅色,5
hongloumeng_ch030,30,motif_snow,自然,雪,1
hongloumeng_ch030,30,motif_tears,情感身體,哭泣,8
hongloumeng_ch030,30,motif_tears,情感身體,眼淚,8
hongloumeng_ch030,30,motif_white,顏色,白色,2
hongloumeng_ch030,30,motif_wind,自然,風,2
hongloumeng_ch031,31,motif_flower,花木,泛花,7
hongloumeng_ch031,31,motif_gold,物象,金,8
hongloumeng_ch031,31,motif_green_blue,顏色,青色,1
hongloumeng_ch031,31,motif_jade,物象,玉石,78
hongloumeng_ch031,31,motif_medicine,身體,藥,2
hongloumeng_ch031,31,motif_moon,自然,月,12
hongloumeng_ch031,31,motif_purple,顏色,紫色,1
hongloumeng_ch031,31,motif_red,顏色,紅色,3
hongloumeng_ch031,31,motif_snow,自然,雪,2
hongloumeng_ch031,31,motif_stone,物象,石,2
hongloumeng_ch031,31,motif_tea,飲食,茶,2
hongloumeng_ch031,31,motif_tears,情感身體,眼淚,4
hongloumeng_ch031,31,motif_tears,情感身體,哭泣,6
hongloumeng_ch031,31,motif_white,顏色,白色,7
hongloumeng_ch031,31,motif_wind,自然,風,1
hongloumeng_ch031,31,motif_wine,飲食,酒,5
hongloumeng_ch032,32,motif_book,文藝,書,1
hongloumeng_ch032,32,motif_dream,夢幻,夢,1
hongloumeng_ch032,32,motif_flower,花木,泛花,1
hongloumeng_ch032,32,motif_fragrance,感官,香氣,1
hongloumeng_ch032,32,motif_gold,物象,金,9
hongloumeng_ch032,32,motif_illness,身體,疾病,7
hongloumeng_ch032,32,motif_jade,物象,玉石,50
hongloumeng_ch032,32,motif_moon,自然,月,1
hongloumeng_ch032,32,motif_purple,顏色,紫色,1
hongloumeng_ch032,32,motif_rain,自然,雨,1
hongloumeng_ch032,32,motif_red,顏色,紅色,4
hongloumeng_ch032,32,motif_tea,飲食,茶,2
hongloumeng_ch032,32,motif_tears,情感身體,哭泣,6
hongloumeng_ch032,32,motif_tears,情感身體,眼淚,12
hongloumeng_ch032,32,motif_white,顏色,白色,7
hongloumeng_ch032,32,motif_wind,自然,風,3
hongloumeng_ch033,33,motif_book,文藝,書,3
hongloumeng_ch033,33,motif_fragrance,感官,香氣,1
hongloumeng_ch033,33,motif_gold,物象,金,9
hongloumeng_ch033,33,motif_green,顏色,綠色,1
hongloumeng_ch033,33,motif_green_blue,顏色,青色,1
hongloumeng_ch033,33,motif_jade,物象,玉石,37
hongloumeng_ch033,33,motif_purple,顏色,紫色,3
hongloumeng_ch033,33,motif_rain,自然,雨,3
hongloumeng_ch033,33,motif_red,顏色,紅色,3
hongloumeng_ch033,33,motif_tea,飲食,茶,1
hongloumeng_ch033,33,motif_tears,情感身體,哭泣,13
hongloumeng_ch033,33,motif_tears,情感身體,眼淚,6
hongloumeng_ch033,33,motif_white,顏色,白色,4
hongloumeng_ch034,34,motif_bamboo,花木,竹,1
hongloumeng_ch034,34,motif_book,文藝,書,1
hongloumeng_ch034,34,motif_dream,夢幻,夢,3
hongloumeng_ch034,34,motif_flower,花木,泛花,1
hongloumeng_ch034,34,motif_fragrance,感官,香氣,7
hongloumeng_ch034,34,motif_gold,物象,金,4
hongloumeng_ch034,34,motif_green_blue,顏色,青色,2
hongloumeng_ch034,34,motif_illness,身體,疾病,2
hongloumeng_ch034,34,motif_jade,物象,玉石,62
hongloumeng_ch034,34,motif_medicine,身體,藥,4
hongloumeng_ch034,34,motif_moon,自然,月,1
hongloumeng_ch034,34,motif_peach_blossom,花木,桃花,1
hongloumeng_ch034,34,motif_purple,顏色,紫色,1
hongloumeng_ch034,34,motif_red,顏色,紅色,4
hongloumeng_ch034,34,motif_tea,飲食,茶,2
hongloumeng_ch034,34,motif_tears,情感身體,眼淚,8
hongloumeng_ch034,34,motif_tears,情感身體,哭泣,9
hongloumeng_ch034,34,motif_white,顏色,白色,8
hongloumeng_ch034,34,motif_wind,自然,風,1
hongloumeng_ch034,34,motif_wine,飲食,酒,2
hongloumeng_ch035,35,motif_bamboo,花木,竹,2
hongloumeng_ch035,35,motif_chrysanthemum,花木,菊花,1
hongloumeng_ch035,35,motif_flower,花木,泛花,14
hongloumeng_ch035,35,motif_fragrance,感官,香氣,5
hongloumeng_ch035,35,motif_gold,物象,金,7
hongloumeng_ch035,35,motif_green,顏色,綠色,2
hongloumeng_ch035,35,motif_green_blue,顏色,青色,1
hongloumeng_ch035,35,motif_illness,身體,疾病,1
hongloumeng_ch035,35,motif_jade,物象,玉石,112
hongloumeng_ch035,35,motif_lotus,花木,蓮,2
hongloumeng_ch035,35,motif_medicine,身體,藥,3
hongloumeng_ch035,35,motif_moon,自然,月,6
hongloumeng_ch035,35,motif_plum_blossom,花木,梅花,3
hongloumeng_ch035,35,motif_poetry,文藝,詩,1
hongloumeng_ch035,35,motif_purple,顏色,紫色,6
hongloumeng_ch035,35,motif_rain,自然,雨,3
hongloumeng_ch035,35,motif_red,顏色,紅色,12
hongloumeng_ch035,35,motif_snow,自然,雪,1
hongloumeng_ch035,35,motif_stone,物象,石,2
hongloumeng_ch035,35,motif_tea,飲食,茶,7
hongloumeng_ch035,35,motif_tears,情感身體,眼淚,3
hongloumeng_ch035,35,motif_tears,情感身體,哭泣,9
hongloumeng_ch035,35,motif_white,顏色,白色,3
hongloumeng_ch035,35,motif_willow,花木,柳,2
hongloumeng_ch035,35,motif_wine,飲食,酒,2
hongloumeng_ch036,36,motif_book,文藝,書,3
hongloumeng_ch036,36,motif_dream,夢幻,夢,2
hongloumeng_ch036,36,motif_flower,花木,泛花,6
hongloumeng_ch036,36,motif_fragrance,感官,香氣,5
hongloumeng_ch036,36,motif_gold,物象,金,4
hongloumeng_ch036,36,motif_green,顏色,綠色,1
hongloumeng_ch036,36,motif_illness,身體,疾病,2
hongloumeng_ch036,36,motif_jade,物象,玉石,74
hongloumeng_ch036,36,motif_lotus,花木,蓮,2
hongloumeng_ch036,36,motif_medicine,身體,藥,1
hongloumeng_ch036,36,motif_moon,自然,月,19
hongloumeng_ch036,36,motif_peony,花木,牡丹,1
hongloumeng_ch036,36,motif_red,顏色,紅色,7
hongloumeng_ch036,36,motif_song_drama,文藝,曲,2
hongloumeng_ch036,36,motif_stone,物象,石,1
hongloumeng_ch036,36,motif_tea,飲食,茶,1
hongloumeng_ch036,36,motif_tears,情感身體,眼淚,6
hongloumeng_ch036,36,motif_tears,情感身體,哭泣,2
hongloumeng_ch036,36,motif_white,顏色,白色,5
hongloumeng_ch036,36,motif_wind,自然,風,5
hongloumeng_ch037,37,motif_bamboo,花木,竹,5
hongloumeng_ch037,37,motif_book,文藝,書,5
hongloumeng_ch037,37,motif_chrysanthemum,花木,菊花,3
hongloumeng_ch037,37,motif_dream,夢幻,夢,4
hongloumeng_ch037,37,motif_flower,花木,泛花,21
hongloumeng_ch037,37,motif_fragrance,感官,香氣,10
hongloumeng_ch037,37,motif_gold,物象,金,2
hongloumeng_ch037,37,motif_haitang,花木,海棠,11
hongloumeng_ch037,37,motif_illness,身體,疾病,1
hongloumeng_ch037,37,motif_jade,物象,玉石,57
hongloumeng_ch037,37,motif_lotus,花木,蓮,1
hongloumeng_ch037,37,motif_medicine,身體,藥,1
hongloumeng_ch037,37,motif_moon,自然,月,16
hongloumeng_ch037,37,motif_plum_blossom,花木,梅花,1
hongloumeng_ch037,37,motif_poetry,文藝,詩,41
hongloumeng_ch037,37,motif_purple,顏色,紫色,1
hongloumeng_ch037,37,motif_rain,自然,雨,4
hongloumeng_ch037,37,motif_red,顏色,紅色,2
hongloumeng_ch037,37,motif_snow,自然,雪,5
hongloumeng_ch037,37,motif_stone,物象,石,1
hongloumeng_ch037,37,motif_tears,情感身體,眼淚,4
hongloumeng_ch037,37,motif_tears,情感身體,哭泣,1
hongloumeng_ch037,37,motif_white,顏色,白色,10
hongloumeng_ch037,37,motif_wind,自然,風,7
hongloumeng_ch037,37,motif_wine,飲食,酒,4
hongloumeng_ch038,38,motif_bamboo,花木,竹,5
hongloumeng_ch038,38,motif_book,文藝,書,3
hongloumeng_ch038,38,motif_chrysanthemum,花木,菊花,4
hongloumeng_ch038,38,motif_dream,夢幻,夢,8
hongloumeng_ch038,38,motif_flower,花木,泛花,15
hongloumeng_ch038,38,motif_fragrance,感官,香氣,20
hongloumeng_ch038,38,motif_gold,物象,金,3
hongloumeng_ch038,38,motif_green,顏色,綠色,1
hongloumeng_ch038,38,motif_green_blue,顏色,青色,1
hongloumeng_ch038,38,motif_haitang,花木,海棠,1
hongloumeng_ch038,38,motif_hibiscus,花木,芙蓉,1
hongloumeng_ch038,38,motif_illness,身體,疾病,3
hongloumeng_ch038,38,motif_jade,物象,玉石,30
hongloumeng_ch038,38,motif_medicine,身體,藥,1
hongloumeng_ch038,38,motif_moon,自然,月,8
hongloumeng_ch038,38,motif_plum_blossom,花木,梅花,1
hongloumeng_ch038,38,motif_poetry,文藝,詩,11
hongloumeng_ch038,38,motif_purple,顏色,紫色,1
hongloumeng_ch038,38,motif_rain,自然,雨,2
hongloumeng_ch038,38,motif_red,顏色,紅色,4
hongloumeng_ch038,38,motif_snow,自然,雪,2
hongloumeng_ch038,38,motif_song_drama,文藝,曲,2
hongloumeng_ch038,38,motif_stone,物象,石,2
hongloumeng_ch038,38,motif_tea,飲食,茶,6
hongloumeng_ch038,38,motif_white,顏色,白色,1
hongloumeng_ch038,38,motif_willow,花木,柳,1
hongloumeng_ch038,38,motif_wind,自然,風,11
hongloumeng_ch038,38,motif_wine,飲食,酒,19
hongloumeng_ch039,39,motif_book,文藝,書,3
hongloumeng_ch039,39,motif_chrysanthemum,花木,菊花,1
hongloumeng_ch039,39,motif_dream,夢幻,夢,1
hongloumeng_ch039,39,motif_flower,花木,泛花,2
hongloumeng_ch039,39,motif_fragrance,感官,香氣,5
hongloumeng_ch039,39,motif_green_blue,顏色,青色,1
hongloumeng_ch039,39,motif_illness,身體,疾病,4
hongloumeng_ch039,39,motif_jade,物象,玉石,28
hongloumeng_ch039,39,motif_moon,自然,月,6
hongloumeng_ch039,39,motif_poetry,文藝,詩,2
hongloumeng_ch039,39,motif_rain,自然,雨,2
hongloumeng_ch039,39,motif_red,顏色,紅色,4
hongloumeng_ch039,39,motif_snow,自然,雪,9
hongloumeng_ch039,39,motif_stone,物象,石,1
hongloumeng_ch039,39,motif_tea,飲食,茶,4
hongloumeng_ch039,39,motif_tears,情感身體,眼淚,1
hongloumeng_ch039,39,motif_tears,情感身體,哭泣,1
hongloumeng_ch039,39,motif_white,顏色,白色,5
hongloumeng_ch039,39,motif_wind,自然,風,1
hongloumeng_ch039,39,motif_wine,飲食,酒,4
hongloumeng_ch040,40,motif_bamboo,花木,竹,2
hongloumeng_ch040,40,motif_book,文藝,書,6
hongloumeng_ch040,40,motif_chrysanthemum,花木,菊花,3
hongloumeng_ch040,40,motif_flower,花木,泛花,19
hongloumeng_ch040,40,motif_fragrance,感官,香氣,8
hongloumeng_ch040,40,motif_gold,物象,金,4
hongloumeng_ch040,40,motif_green,顏色,綠色,5
hongloumeng_ch040,40,motif_green_blue,顏色,青色,4
hongloumeng_ch040,40,motif_haitang,花木,海棠,1
hongloumeng_ch040,40,motif_jade,物象,玉石,29
hongloumeng_ch040,40,motif_medicine,身體,藥,1
hongloumeng_ch040,40,motif_moon,自然,月,3
hongloumeng_ch040,40,motif_peach_blossom,花木,桃花,1
hongloumeng_ch040,40,motif_plum_blossom,花木,梅花,4
hongloumeng_ch040,40,motif_poetry,文藝,詩,2
hongloumeng_ch040,40,motif_purple,顏色,紫色,3
hongloumeng_ch040,40,motif_rain,自然,雨,4
hongloumeng_ch040,40,motif_red,顏色,紅色,11
hongloumeng_ch040,40,motif_snow,自然,雪,1
hongloumeng_ch040,40,motif_song_drama,文藝,曲,1
hongloumeng_ch040,40,motif_stone,物象,石,6
hongloumeng_ch040,40,motif_tea,飲食,茶,11
hongloumeng_ch040,40,motif_tears,情感身體,眼淚,1
hongloumeng_ch040,40,motif_tears,情感身體,哭泣,1
hongloumeng_ch040,40,motif_white,顏色,白色,5
hongloumeng_ch040,40,motif_wind,自然,風,8
hongloumeng_ch040,40,motif_wine,飲食,酒,11
hongloumeng_ch041,41,motif_bamboo,花木,竹,6
hongloumeng_ch041,41,motif_book,文藝,書,2
hongloumeng_ch041,41,motif_flower,花木,泛花,15
hongloumeng_ch041,41,motif_fragrance,感官,香氣,10
hongloumeng_ch041,41,motif_gold,物象,金,7
hongloumeng_ch041,41,motif_green,顏色,綠色,4
hongloumeng_ch041,41,motif_green_blue,顏色,青色,1
hongloumeng_ch041,41,motif_haitang,花木,海棠,1
hongloumeng_ch041,41,motif_jade,物象,玉石,61
hongloumeng_ch041,41,motif_moon,自然,月,2
hongloumeng_ch041,41,motif_peony,花木,牡丹,1
hongloumeng_ch041,41,motif_plum_blossom,花木,梅花,1
hongloumeng_ch041,41,motif_purple,顏色,紫色,1
hongloumeng_ch041,41,motif_rain,自然,雨,3
hongloumeng_ch041,41,motif_red,顏色,紅色,2
hongloumeng_ch041,41,motif_snow,自然,雪,1
hongloumeng_ch041,41,motif_song_drama,文藝,曲,1
hongloumeng_ch041,41,motif_stone,物象,石,10
hongloumeng_ch041,41,motif_tea,飲食,茶,18
hongloumeng_ch041,41,motif_tears,情感身體,哭泣,2
hongloumeng_ch041,41,motif_white,顏色,白色,6
hongloumeng_ch041,41,motif_wind,自然,風,3
hongloumeng_ch041,41,motif_wine,飲食,酒,16
hongloumeng_ch042,42,motif_book,文藝,書,13
hongloumeng_ch042,42,motif_flower,花木,泛花,5
hongloumeng_ch042,42,motif_fragrance,感官,香氣,2
hongloumeng_ch042,42,motif_gold,物象,金,5
hongloumeng_ch042,42,motif_green,顏色,綠色,3
hongloumeng_ch042,42,motif_green_blue,顏色,青色,5
hongloumeng_ch042,42,motif_illness,身體,疾病,4
hongloumeng_ch042,42,motif_jade,物象,玉石,36
hongloumeng_ch042,42,motif_medicine,身體,藥,7
hongloumeng_ch042,42,motif_moon,自然,月,5
hongloumeng_ch042,42,motif_peony,花木,牡丹,1
hongloumeng_ch042,42,motif_plum_blossom,花木,梅花,1
hongloumeng_ch042,42,motif_poetry,文藝,詩,2
hongloumeng_ch042,42,motif_purple,顏色,紫色,1
hongloumeng_ch042,42,motif_red,顏色,紅色,4
hongloumeng_ch042,42,motif_snow,自然,雪,2
hongloumeng_ch042,42,motif_song_drama,文藝,曲,1
hongloumeng_ch042,42,motif_stone,物象,石,5
hongloumeng_ch042,42,motif_tea,飲食,茶,4
hongloumeng_ch042,42,motif_white,顏色,白色,5
hongloumeng_ch042,42,motif_willow,花木,柳,2
hongloumeng_ch042,42,motif_wind,自然,風,6
hongloumeng_ch042,42,motif_wine,飲食,酒,1
hongloumeng_ch043,43,motif_book,文藝,書,1
hongloumeng_ch043,43,motif_dream,夢幻,夢,1
hongloumeng_ch043,43,motif_flower,花木,泛花,6
hongloumeng_ch043,43,motif_fragrance,感官,香氣,12
hongloumeng_ch043,43,motif_green,顏色,綠色,1
hongloumeng_ch043,43,motif_jade,物象,玉石,37
hongloumeng_ch043,43,motif_medicine,身體,藥,1
hongloumeng_ch043,43,motif_moon,自然,月,3
hongloumeng_ch043,43,motif_poetry,文藝,詩,1
hongloumeng_ch043,43,motif_red,顏色,紅色,1
hongloumeng_ch043,43,motif_tea,飲食,茶,2
hongloumeng_ch043,43,motif_tears,情感身體,眼淚,6
hongloumeng_ch043,43,motif_tears,情感身體,哭泣,1
hongloumeng_ch043,43,motif_white,顏色,白色,2
hongloumeng_ch043,43,motif_wind,自然,風,1
hongloumeng_ch043,43,motif_wine,飲食,酒,5
hongloumeng_ch044,44,motif_bamboo,花木,竹,1
hongloumeng_ch044,44,motif_book,文藝,書,1
hongloumeng_ch044,44,motif_flower,花木,泛花,4
hongloumeng_ch044,44,motif_fragrance,感官,香氣,4
hongloumeng_ch044,44,motif_gold,物象,金,1
hongloumeng_ch044,44,motif_green_blue,顏色,青色,1
hongloumeng_ch044,44,motif_jade,物象,玉石,16
hongloumeng_ch044,44,motif_medicine,身體,藥,1
hongloumeng_ch044,44,motif_purple,顏色,紫色,2
hongloumeng_ch044,44,motif_red,顏色,紅色,3
hongloumeng_ch044,44,motif_song_drama,文藝,曲,5
hongloumeng_ch044,44,motif_tears,情感身體,哭泣,12
hongloumeng_ch044,44,motif_tears,情感身體,眼淚,6
hongloumeng_ch044,44,motif_white,顏色,白色,6
hongloumeng_ch044,44,motif_wind,自然,風,1
hongloumeng_ch044,44,motif_wine,飲食,酒,18
hongloumeng_ch045,45,motif_bamboo,花木,竹,4
hongloumeng_ch045,45,motif_book,文藝,書,6
hongloumeng_ch045,45,motif_dream,夢幻,夢,1
hongloumeng_ch045,45,motif_flower,花木,泛花,10
hongloumeng_ch045,45,motif_gold,物象,金,2
hongloumeng_ch045,45,motif_green,顏色,綠色,3
hongloumeng_ch045,45,motif_illness,身體,疾病,7
hongloumeng_ch045,45,motif_jade,物象,玉石,47
hongloumeng_ch045,45,motif_medicine,身體,藥,5
hongloumeng_ch045,45,motif_moon,自然,月,4
hongloumeng_ch045,45,motif_poetry,文藝,詩,7
hongloumeng_ch045,45,motif_purple,顏色,紫色,1
hongloumeng_ch045,45,motif_rain,自然,雨,19
hongloumeng_ch045,45,motif_red,顏色,紅色,3
hongloumeng_ch045,45,motif_snow,自然,雪,4
hongloumeng_ch045,45,motif_tea,飲食,茶,5
hongloumeng_ch045,45,motif_tears,情感身體,眼淚,4
hongloumeng_ch045,45,motif_white,顏色,白色,5
hongloumeng_ch045,45,motif_wind,自然,風,6
hongloumeng_ch045,45,motif_wine,飲食,酒,10
hongloumeng_ch046,46,motif_book,文藝,書,1
hongloumeng_ch046,46,motif_flower,花木,泛花,1
hongloumeng_ch046,46,motif_gold,物象,金,16
hongloumeng_ch046,46,motif_green,顏色,綠色,1
hongloumeng_ch046,46,motif_green_blue,顏色,青色,1
hongloumeng_ch046,46,motif_illness,身體,疾病,2
hongloumeng_ch046,46,motif_jade,物象,玉石,18
hongloumeng_ch046,46,motif_moon,自然,月,2
hongloumeng_ch046,46,motif_purple,顏色,紫色,1
hongloumeng_ch046,46,motif_red,顏色,紅色,5
hongloumeng_ch046,46,motif_snow,自然,雪,1
hongloumeng_ch046,46,motif_song_drama,文藝,曲,1
hongloumeng_ch046,46,motif_stone,物象,石,7
hongloumeng_ch046,46,motif_tea,飲食,茶,1
hongloumeng_ch046,46,motif_tears,情感身體,哭泣,2
hongloumeng_ch046,46,motif_white,顏色,白色,7
hongloumeng_ch046,46,motif_wind,自然,風,2
hongloumeng_ch046,46,motif_wine,飲食,酒,1
hongloumeng_ch047,47,motif_book,文藝,書,4
hongloumeng_ch047,47,motif_flower,花木,泛花,5
